latitude,longitude,GEOID,County,State_Abbrev,Geo_ID,closest_plant,distance,plant_capacity
43.3877423794,-111.614752705,16019,Bonneville County,ID,0500000US16019,Columbia Generating Station,433.0,1200.0
48.7668933923,-116.462903445,16021,Boundary County,ID,0500000US16021,Columbia Generating Station,207.0,1200.0
43.7229327365,-113.172032247,16023,Butte County,ID,0500000US16023,Columbia Generating Station,355.0,1200.0
43.4633261176,-114.805776873,16025,Camas County,ID,0500000US16025,Columbia Generating Station,304.0,1200.0
43.6250870279,-116.709270124,16027,Canyon County,ID,0500000US16027,Columbia Generating Station,235.0,1200.0
42.7705180974,-111.562215274,16029,Caribou County,ID,0500000US16029,Columbia Generating Station,460.0,1200.0
42.2838809992,-113.600088287,16031,Cassia County,ID,0500000US16031,Columbia Generating Station,405.0,1200.0
44.2839056343,-112.351297512,16033,Clark County,ID,0500000US16033,Columbia Generating Station,371.0,1200.0
46.6737194276,-115.65690713,16035,Clearwater County,ID,0500000US16035,Columbia Generating Station,175.0,1200.0
44.2411163796,-114.281712396,16037,Custer County,ID,0500000US16037,Columbia Generating Station,290.0,1200.0
43.3538854014,-115.469262353,16039,Elmore County,ID,0500000US16039,Columbia Generating Station,287.0,1200.0
42.1810916537,-111.813201111,16041,Franklin County,ID,0500000US16041,Columbia Generating Station,475.0,1200.0
44.2287741072,-111.481955865,16043,Fremont County,ID,0500000US16043,Columbia Generating Station,411.0,1200.0
44.061546541,-116.397518964,16045,Gem County,ID,0500000US16045,Columbia Generating Station,219.0,1200.0
42.9710217012,-114.811514939,16047,Gooding County,ID,0500000US16047,Columbia Generating Station,328.0,1200.0
45.8441976984,-115.46748731,16049,Idaho County,ID,0500000US16049,Columbia Generating Station,190.0,1200.0
43.8201324535,-112.311302461,16051,Jefferson County,ID,0500000US16051,Columbia Generating Station,388.0,1200.0
42.6899047449,-114.263941364,16053,Jerome County,ID,0500000US16053,Columbia Generating Station,361.0,1200.0
47.6743566297,-116.701762031,16055,Kootenai County,ID,0500000US16055,Columbia Generating Station,149.0,1200.0
46.8161762124,-116.711723179,16057,Latah County,ID,0500000US16057,Columbia Generating Station,127.0,1200.0
44.9432516761,-113.933251642,16059,Lemhi County,ID,0500000US16059,Columbia Generating Station,281.0,1200.0
46.2369933896,-116.426326116,16061,Lewis County,ID,0500000US16061,Columbia Generating Station,140.0,1200.0
43.0023986959,-114.138200808,16063,Lincoln County,ID,0500000US16063,Columbia Generating Station,350.0,1200.0
43.7841402516,-111.659188485,16065,Madison County,ID,0500000US16065,Columbia Generating Station,417.0,1200.0
42.8542597176,-113.637461803,16067,Minidoka County,ID,0500000US16067,Columbia Generating Station,375.0,1200.0
46.326849228,-116.750277131,16069,Nez Perce County,ID,0500000US16069,Columbia Generating Station,124.0,1200.0
42.1949698367,-112.539356598,16071,Oneida County,ID,0500000US16071,Columbia Generating Station,447.0,1200.0
42.5814260739,-116.169968363,16073,Owyhee County,ID,0500000US16073,Columbia Generating Station,311.0,1200.0
44.0067583131,-116.76084539,16075,Payette County,ID,0500000US16075,Columbia Generating Station,211.0,1200.0
42.6936561133,-112.840655966,16077,Power County,ID,0500000US16077,Columbia Generating Station,412.0,1200.0
47.3529575649,-115.892435463,16079,Shoshone County,ID,0500000US16079,Columbia Generating Station,173.0,1200.0
43.759429876,-111.207614545,16081,Teton County,ID,0500000US16081,Columbia Generating Station,438.0,1200.0
42.3558758962,-114.667148472,16083,Twin Falls County,ID,0500000US16083,Columbia Generating Station,366.0,1200.0
44.7666370786,-115.566279021,16085,Valley County,ID,0500000US16085,Columbia Generating Station,217.0,1200.0
44.4524547726,-116.784781333,16087,Washington County,ID,0500000US16087,Columbia Generating Station,186.0,1200.0
39.9879052609,-91.1884921409,17001,Adams County,IL,0500000US17001,Callaway Plant,91.0,1235.8
37.191593361,-89.3376041231,17003,Alexander County,IL,0500000US17003,Callaway Plant,171.0,1235.8
38.8868296401,-89.4355442381,17005,Bond County,IL,0500000US17005,Clinton Power Station,94.0,1138.3
42.3230756866,-88.8233754157,17007,Boone County,IL,0500000US17007,Byron Station,29.0,2449.8
39.9617616288,-90.7503556212,17009,Brown County,IL,0500000US17009,Callaway Plant,100.0,1235.8
41.4041459264,-89.5286557577,17011,Bureau County,IL,0500000US17011,LaSalle County Station,46.0,2340.0
39.1692979289,-90.6675721556,17013,Calhoun County,IL,0500000US17013,Callaway Plant,66.0,1235.8
42.0687539209,-89.9343041982,17015,Carroll County,IL,0500000US17015,Quad Cities Nuclear Power Station,31.0,2018.6
39.9735467174,-90.247375054,17017,Cass County,IL,0500000US17017,Clinton Power Station,76.0,1138.3
40.1400890018,-88.1991706674,17019,Champaign County,IL,0500000US17019,Clinton Power Station,34.0,1138.3
39.5458317531,-89.2772543125,17021,Christian County,IL,0500000US17021,Clinton Power Station,49.0,1138.3
39.3335754723,-87.7877174066,17023,Clark County,IL,0500000US17023,Clinton Power Station,80.0,1138.3
38.7541714951,-88.4902374225,17025,Clay County,IL,0500000US17025,Clinton Power Station,100.0,1138.3
38.6064621876,-89.4224823889,17027,Clinton County,IL,0500000US17027,Clinton Power Station,113.0,1138.3
39.5202961461,-88.2217534978,17029,Coles County,IL,0500000US17029,Clinton Power Station,56.0,1138.3
41.8954290221,-87.6461407931,17031,Cook County,IL,0500000US17031,Dresden Nuclear Power Station,48.0,2018.6
39.0026980674,-87.7595511478,17033,Crawford County,IL,0500000US17033,Clinton Power Station,99.0,1138.3
39.2733468255,-88.2401981662,17035,Cumberland County,IL,0500000US17035,Clinton Power Station,70.0,1138.3
41.8935293191,-88.7703159232,17037,DeKalb County,IL,0500000US17037,Byron Station,29.0,2449.8
40.1746293382,-88.9040887049,17039,De Witt County,IL,0500000US17039,Clinton Power Station,4.0,1138.3
39.7694547721,-88.2173347046,17041,Douglas County,IL,0500000US17041,Clinton Power Station,43.0,1138.3
41.8519557671,-88.0855946496,17043,DuPage County,IL,0500000US17043,Dresden Nuclear Power Station,33.0,2018.6
39.6785303915,-87.7455648767,17045,Edgar County,IL,0500000US17045,Clinton Power Station,67.0,1138.3
38.4164943803,-88.053300973,17047,Edwards County,IL,0500000US17047,Clinton Power Station,128.0,1138.3
39.0597819407,-88.5898533622,17049,Effingham County,IL,0500000US17049,Clinton Power Station,78.0,1138.3
39.0001785652,-89.0241202321,17051,Fayette County,IL,0500000US17051,Clinton Power Station,82.0,1138.3
40.597165174,-88.2232738465,17053,Ford County,IL,0500000US17053,Clinton Power Station,44.0,1138.3
37.9922926916,-88.9241655023,17055,Franklin County,IL,0500000US17055,Clinton Power Station,151.0,1138.3
40.4727799619,-90.2074818825,17057,Fulton County,IL,0500000US17057,Clinton Power Station,75.0,1138.3
37.7627564124,-88.230465738,17059,Gallatin County,IL,0500000US17059,Clinton Power Station,170.0,1138.3
39.3561681629,-90.3904985092,17061,Greene County,IL,0500000US17061,Callaway Plant,85.0,1235.8
41.2851032069,-88.4184956524,17063,Grundy County,IL,0500000US17063,Braidwood Station,10.0,2449.8
38.0815539776,-88.5390962907,17065,Hamilton County,IL,0500000US17065,Clinton Power Station,145.0,1138.3
40.4037747348,-91.1646955496,17067,Hancock County,IL,0500000US17067,Quad Cities Nuclear Power Station,102.0,2018.6
37.5181798892,-88.2667801291,17069,Hardin County,IL,0500000US17069,Clinton Power Station,186.0,1138.3
40.8181139287,-90.925108658,17071,Henderson County,IL,0500000US17071,Quad Cities Nuclear Power Station,70.0,2018.6
41.3531364976,-90.1314083142,17073,Henry County,IL,0500000US17073,Quad Cities Nuclear Power Station,27.0,2018.6
40.7472371326,-87.8242979012,17075,Iroquois County,IL,0500000US17075,Braidwood Station,40.0,2449.8
37.7851065199,-89.3820759403,17077,Jackson County,IL,0500000US17077,Callaway Plant,146.0,1235.8
39.0100394517,-88.1538411275,17079,Jasper County,IL,0500000US17079,Clinton Power Station,88.0,1138.3
38.3005234344,-88.9240091565,17081,Jefferson County,IL,0500000US17081,Clinton Power Station,129.0,1138.3
39.0855054887,-90.3565282985,17083,Jersey County,IL,0500000US17083,Callaway Plant,80.0,1235.8
42.3658182043,-90.2125952059,17085,Jo Daviess County,IL,0500000US17085,Quad Cities Nuclear Power Station,44.0,2018.6
37.4596486226,-88.8809285275,17087,Johnson County,IL,0500000US17087,Callaway Plant,181.0,1235.8
41.9388566679,-88.4286377038,17089,Kane County,IL,0500000US17089,Dresden Nuclear Power Station,39.0,2018.6
41.1377184724,-87.8618317846,17091,Kankakee County,IL,0500000US17091,Braidwood Station,20.0,2449.8
41.590577647,-88.4287883539,17093,Kendall County,IL,0500000US17093,Dresden Nuclear Power Station,16.0,2018.6
40.9318279821,-90.2132382621,17095,Knox County,IL,0500000US17095,Quad Cities Nuclear Power Station,55.0,2018.6
42.325322722,-87.6311845438,17097,Lake County,IL,0500000US17097,Donald C. Cook Nuclear Plant,60.0,2285.3
41.3440027805,-88.8859379256,17099,LaSalle County,IL,0500000US17099,LaSalle County Station,13.0,2340.0
38.7199480156,-87.7267298383,17101,Lawrence County,IL,0500000US17101,Clinton Power Station,116.0,1138.3
41.7461054437,-89.3003092504,17103,Lee County,IL,0500000US17103,Byron Station,23.0,2449.8
40.8915578871,-88.5577158078,17105,Livingston County,IL,0500000US17105,LaSalle County Station,25.0,2340.0
40.1245363517,-89.3675209057,17107,Logan County,IL,0500000US17107,Clinton Power Station,28.0,1138.3
40.4562312432,-90.6778776624,17109,McDonough County,IL,0500000US17109,Quad Cities Nuclear Power Station,90.0,2018.6
42.3243507876,-88.4524199255,17111,McHenry County,IL,0500000US17111,Byron Station,46.0,2449.8
40.4908916187,-88.847324278,17113,McLean County,IL,0500000US17113,Clinton Power Station,22.0,1138.3
39.8600027881,-88.9615519316,17115,Macon County,IL,0500000US17115,Clinton Power Station,23.0,1138.3
39.2610229552,-89.924455051,17117,Macoupin County,IL,0500000US17117,Clinton Power Station,86.0,1138.3
38.8297122608,-89.90499843,17119,Madison County,IL,0500000US17119,Callaway Plant,101.0,1235.8
38.6495781117,-88.9189811153,17121,Marion County,IL,0500000US17121,Clinton Power Station,105.0,1138.3
41.0331711391,-89.3447914374,17123,Marshall County,IL,0500000US17123,LaSalle County Station,38.0,2340.0
40.2396222297,-89.9168137955,17125,Mason County,IL,0500000US17125,Clinton Power Station,57.0,1138.3
37.2190501994,-88.7077397007,17127,Massac County,IL,0500000US17127,Browns Ferry Nuclear Plant,195.0,3567.5
40.0274157084,-89.8021776433,17129,Menard County,IL,0500000US17129,Clinton Power Station,52.0,1138.3
41.2053450175,-90.7413938887,17131,Mercer County,IL,0500000US17131,Quad Cities Nuclear Power Station,42.0,2018.6
38.2785594463,-90.1772845526,17133,Monroe County,IL,0500000US17133,Callaway Plant,93.0,1235.8
39.2310459341,-89.4788485523,17135,Montgomery County,IL,0500000US17135,Clinton Power Station,73.0,1138.3
39.7155561425,-90.2015195408,17137,Morgan County,IL,0500000US17137,Clinton Power Station,79.0,1138.3
39.6414721595,-88.6192951938,17139,Moultrie County,IL,0500000US17139,Clinton Power Station,38.0,1138.3
42.0425663561,-89.3207266558,17141,Ogle County,IL,0500000US17141,Byron Station,3.0,2449.8
40.7880635936,-89.7599800409,17143,Peoria County,IL,0500000US17143,Clinton Power Station,65.0,1138.3
38.083736798,-89.3670210808,17145,Perry County,IL,0500000US17145,Callaway Plant,139.0,1235.8
40.0103527451,-88.5910866502,17147,Piatt County,IL,0500000US17147,Clinton Power Station,17.0,1138.3
39.6224801785,-90.8863042728,17149,Pike County,IL,0500000US17149,Callaway Plant,76.0,1235.8
37.4127561973,-88.5616201146,17151,Pope County,IL,0500000US17151,Clinton Power Station,191.0,1138.3
37.222980428,-89.1265952453,17153,Pulaski County,IL,0500000US17153,Callaway Plant,179.0,1235.8
41.2044899818,-89.2857803179,17155,Putnam County,IL,0500000US17155,LaSalle County Station,32.0,2340.0
38.0520825054,-89.825176402,17157,Randolph County,IL,0500000US17157,Callaway Plant,117.0,1235.8
38.7123597006,-88.0851335477,17159,Richland County,IL,0500000US17159,Clinton Power Station,108.0,1138.3
41.4673285687,-90.5674126031,17161,Rock Island County,IL,0500000US17161,Quad Cities Nuclear Power Station,22.0,2018.6
38.4703210348,-89.9283990217,17163,St. Clair County,IL,0500000US17163,Callaway Plant,102.0,1235.8
37.7531363894,-88.5407417954,17165,Saline County,IL,0500000US17165,Clinton Power Station,168.0,1138.3
39.7581742368,-89.6589101835,17167,Sangamon County,IL,0500000US17167,Clinton Power Station,52.0,1138.3
40.1580424715,-90.6150952137,17169,Schuyler County,IL,0500000US17169,Clinton Power Station,94.0,1138.3
39.6441138538,-90.474747165,17171,Scott County,IL,0500000US17171,Callaway Plant,93.0,1235.8
39.3911561848,-88.8055049879,17173,Shelby County,IL,0500000US17173,Clinton Power Station,54.0,1138.3
41.0933920308,-89.7974473885,17175,Stark County,IL,0500000US17175,Quad Cities Nuclear Power Station,51.0,2018.6
42.3518291045,-89.6622542939,17177,Stephenson County,IL,0500000US17177,Byron Station,27.0,2449.8
40.5075329902,-89.5134035348,17179,Tazewell County,IL,0500000US17179,Clinton Power Station,43.0,1138.3
37.4712716191,-89.255127403,17181,Union County,IL,0500000US17181,Callaway Plant,164.0,1235.8
40.183401621,-87.732815214,17183,Vermilion County,IL,0500000US17183,Clinton Power Station,58.0,1138.3
38.4461016023,-87.8442748908,17185,Wabash County,IL,0500000US17185,Clinton Power Station,130.0,1138.3
40.8488341603,-90.6150375695,17187,Warren County,IL,0500000US17187,Quad Cities Nuclear Power Station,63.0,2018.6
38.3521828118,-89.4104744564,17189,Washington County,IL,0500000US17189,Clinton Power Station,129.0,1138.3
38.4295611651,-88.4256137919,17191,Wayne County,IL,0500000US17191,Clinton Power Station,122.0,1138.3
38.0874875679,-88.1795748823,17193,White County,IL,0500000US17193,Clinton Power Station,148.0,1138.3
41.7562548803,-89.9141029918,17195,Whiteside County,IL,0500000US17195,Quad Cities Nuclear Power Station,21.0,2018.6
41.4450504457,-87.9786458597,17197,Will County,IL,0500000US17197,Dresden Nuclear Power Station,16.0,2018.6
37.7302529228,-88.9299244512,17199,Williamson County,IL,0500000US17199,Clinton Power Station,169.0,1138.3
42.3362603021,-89.1608658488,17201,Winnebago County,IL,0500000US17201,Byron Station,19.0,2449.8
40.7882358798,-89.2111061648,17203,Woodford County,IL,0500000US17203,LaSalle County Station,42.0,2340.0
40.7456599313,-84.9366547189,18001,Adams County,IN,0500000US18001,Davis-Besse Nuclear Power Station,113.0,925.2
41.0908708811,-85.0665620402,18003,Allen County,IN,0500000US18003,Donald C. Cook Nuclear Plant,99.0,2285.3
39.2059705721,-85.8976029732,18005,Bartholomew County,IN,0500000US18005,Clinton Power Station,170.0,1138.3
40.606258463,-87.310906018,18007,Benton County,IN,0500000US18007,Braidwood Station,65.0,2449.8
40.473600561,-85.3248199236,18009,Blackford County,IN,0500000US18009,Donald C. Cook Nuclear Plant,122.0,2285.3
40.0508013832,-86.4686962098,18011,Boone County,IN,0500000US18011,Braidwood Station,124.0,2449.8
39.1962111616,-86.2273748048,18013,Brown County,IN,0500000US18013,Clinton Power Station,154.0,1138.3
40.582858561,-86.5634841334,18015,Carroll County,IN,0500000US18015,Donald C. Cook Nuclear Plant,96.0,2285.3
40.761491497,-86.3459465589,18017,Cass County,IN,0500000US18017,Donald C. Cook Nuclear Plant,85.0,2285.3
38.47719455,-85.7072716297,18019,Clark County,IN,0500000US18019,Clinton Power Station,204.0,1138.3
39.3927278538,-87.1157584406,18021,Clay County,IN,0500000US18021,Clinton Power Station,106.0,1138.3
40.3016905964,-86.4751595355,18023,Clinton County,IN,0500000US18023,Braidwood Station,112.0,2449.8
38.292414567,-86.4517083941,18025,Crawford County,IN,0500000US18025,Clinton Power Station,182.0,1138.3
38.7024099657,-87.0720684602,18027,Daviess County,IN,0500000US18027,Clinton Power Station,138.0,1138.3
39.1451918976,-84.973258532,18029,Dearborn County,IN,0500000US18029,Davis-Besse Nuclear Power Station,196.0,925.2
39.3069999343,-85.5011430488,18031,Decatur County,IN,0500000US18031,Clinton Power Station,187.0,1138.3
41.3975800161,-84.999084282,18033,DeKalb County,IN,0500000US18033,Donald C. Cook Nuclear Plant,90.0,2285.3
40.2275253191,-85.3968993017,18035,Delaware County,IN,0500000US18035,Donald C. Cook Nuclear Plant,135.0,2285.3
38.3642764332,-86.8798021177,18037,Dubois County,IN,0500000US18037,Clinton Power Station,163.0,1138.3
41.5973844823,-85.8587552785,18039,Elkhart County,IN,0500000US18039,Donald C. Cook Nuclear Plant,45.0,2285.3
39.6400558465,-85.1787249608,18041,Fayette County,IN,0500000US18041,Davis-Besse Nuclear Power Station,174.0,925.2
38.3189286397,-85.9068307178,18043,Floyd County,IN,0500000US18043,Watts Bar Nuclear Plant,198.0,2539.8
40.1208707645,-87.2419916982,18045,Fountain County,IN,0500000US18045,Clinton Power Station,84.0,1138.3
39.4148645227,-85.0602848847,18047,Franklin County,IN,0500000US18047,Davis-Besse Nuclear Power Station,183.0,925.2
41.0469632989,-86.2635836849,18049,Fulton County,IN,0500000US18049,Donald C. Cook Nuclear Plant,66.0,2285.3
38.311825371,-87.584594368,18051,Gibson County,IN,0500000US18051,Clinton Power Station,145.0,1138.3
40.5158445871,-85.6547259036,18053,Grant County,IN,0500000US18053,Donald C. Cook Nuclear Plant,111.0,2285.3
39.0363277254,-86.962046365,18055,Greene County,IN,0500000US18055,Clinton Power Station,127.0,1138.3
40.072489475,-86.0520142517,18057,Hamilton County,IN,0500000US18057,Donald C. Cook Nuclear Plant,134.0,2285.3
39.8235499831,-85.7732376368,18059,Hancock County,IN,0500000US18059,Donald C. Cook Nuclear Plant,154.0,2285.3
38.1951228784,-86.1113109452,18061,Harrison County,IN,0500000US18061,Watts Bar Nuclear Plant,193.0,2539.8
39.769517371,-86.5099758786,18063,Hendricks County,IN,0500000US18063,Clinton Power Station,126.0,1138.3
39.9310397361,-85.3964353742,18065,Henry County,IN,0500000US18065,Donald C. Cook Nuclear Plant,154.0,2285.3
40.4835856225,-86.1169307298,18067,Howard County,IN,0500000US18067,Donald C. Cook Nuclear Plant,106.0,2285.3
40.8292399575,-85.4881722777,18069,Huntington County,IN,0500000US18069,Donald C. Cook Nuclear Plant,97.0,2285.3
38.9064174884,-86.0375413468,18071,Jackson County,IN,0500000US18071,Clinton Power Station,173.0,1138.3
41.0229983046,-87.1161212419,18073,Jasper County,IN,0500000US18073,Braidwood Station,60.0,2449.8
40.4379183725,-85.0056353252,18075,Jay County,IN,0500000US18075,Davis-Besse Nuclear Power Station,128.0,925.2
38.7858226615,-85.4385728826,18077,Jefferson County,IN,0500000US18077,Clinton Power Station,205.0,1138.3
38.9969300555,-85.6280646001,18079,Jennings County,IN,0500000US18079,Clinton Power Station,189.0,1138.3
39.4899707456,-86.1016367881,18081,Johnson County,IN,0500000US18081,Clinton Power Station,152.0,1138.3
38.6890898846,-87.4180084675,18083,Knox County,IN,0500000US18083,Clinton Power Station,127.0,1138.3
41.244097338,-85.8607176828,18085,Kosciusko County,IN,0500000US18085,Donald C. Cook Nuclear Plant,62.0,2285.3
41.6426062358,-85.4264979093,18087,LaGrange County,IN,0500000US18087,Donald C. Cook Nuclear Plant,63.0,2285.3
41.4722121302,-87.3763856,18089,Lake County,IN,0500000US18089,Braidwood Station,47.0,2449.8
41.5490215572,-86.7423662187,18091,LaPorte County,IN,0500000US18091,Donald C. Cook Nuclear Plant,31.0,2285.3
38.8411628915,-86.4834511309,18093,Lawrence County,IN,0500000US18093,Clinton Power Station,155.0,1138.3
40.1616556187,-85.7193451682,18095,Madison County,IN,0500000US18095,Donald C. Cook Nuclear Plant,133.0,2285.3
39.7817096805,-86.1384716709,18097,Marion County,IN,0500000US18097,Clinton Power Station,145.0,1138.3
41.3248489608,-86.2617612923,18099,Marshall County,IN,0500000US18099,Donald C. Cook Nuclear Plant,48.0,2285.3
38.7080111869,-86.8030654716,18101,Martin County,IN,0500000US18101,Clinton Power Station,148.0,1138.3
40.7695040098,-86.0450230743,18103,Miami County,IN,0500000US18103,Donald C. Cook Nuclear Plant,88.0,2285.3
39.1609175598,-86.5231372076,18105,Monroe County,IN,0500000US18105,Clinton Power Station,141.0,1138.3
40.0403785235,-86.8932997962,18107,Montgomery County,IN,0500000US18107,Clinton Power Station,103.0,1138.3
39.4815483458,-86.4462121421,18109,Morgan County,IN,0500000US18109,Clinton Power Station,135.0,1138.3
40.9558477436,-87.3975365943,18111,Newton County,IN,0500000US18111,Braidwood Station,48.0,2449.8
41.3985995057,-85.4174667322,18113,Noble County,IN,0500000US18113,Donald C. Cook Nuclear Plant,71.0,2285.3
38.9500945902,-84.9650431209,18115,Ohio County,IN,0500000US18115,Davis-Besse Nuclear Power Station,208.0,925.2
38.5417788857,-86.4950692821,18117,Orange County,IN,0500000US18117,Clinton Power Station,168.0,1138.3
39.3128100483,-86.8376542268,18119,Owen County,IN,0500000US18119,Clinton Power Station,122.0,1138.3
39.7736200492,-87.2063672164,18121,Parke County,IN,0500000US18121,Clinton Power Station,90.0,1138.3
38.0796491352,-86.6380317986,18123,Perry County,IN,0500000US18123,Clinton Power Station,186.0,1138.3
38.3987832635,-87.2321643219,18125,Pike County,IN,0500000US18125,Clinton Power Station,149.0,1138.3
41.5088382943,-87.0733191356,18127,Porter County,IN,0500000US18127,Donald C. Cook Nuclear Plant,42.0,2285.3
38.0218915518,-87.8684711826,18129,Posey County,IN,0500000US18129,Clinton Power Station,157.0,1138.3
41.0418321081,-86.6987792624,18131,Pulaski County,IN,0500000US18131,Donald C. Cook Nuclear Plant,65.0,2285.3
39.6662617907,-86.8449997676,18133,Putnam County,IN,0500000US18133,Clinton Power Station,111.0,1138.3
40.1576395642,-85.011310408,18135,Randolph County,IN,0500000US18135,Davis-Besse Nuclear Power Station,141.0,925.2
39.1034546659,-85.262386374,18137,Ripley County,IN,0500000US18137,Clinton Power Station,204.0,1138.3
39.6199484364,-85.4657611777,18139,Rush County,IN,0500000US18139,Donald C. Cook Nuclear Plant,173.0,2285.3
41.6167180092,-86.2898576945,18141,St. Joseph County,IN,0500000US18141,Donald C. Cook Nuclear Plant,29.0,2285.3
38.6850699523,-85.7474680992,18143,Scott County,IN,0500000US18143,Clinton Power Station,194.0,1138.3
39.5236921944,-85.7917003981,18145,Shelby County,IN,0500000US18145,Clinton Power Station,167.0,1138.3
38.0140589617,-87.0077059131,18147,Spencer County,IN,0500000US18147,Clinton Power Station,178.0,1138.3
41.2809264377,-86.6476485661,18149,Starke County,IN,0500000US18149,Donald C. Cook Nuclear Plant,48.0,2285.3
41.6438678779,-85.000764854,18151,Steuben County,IN,0500000US18151,Palisade Nuclear Station,82.0,805.0
39.0888346851,-87.4146903866,18153,Sullivan County,IN,0500000US18153,Clinton Power Station,106.0,1138.3
38.8261607682,-85.0369979159,18155,Switzerland County,IN,0500000US18155,Davis-Besse Nuclear Power Station,217.0,925.2
40.3886187334,-86.8940974128,18157,Tippecanoe County,IN,0500000US18157,Braidwood Station,91.0,2449.8
40.3113452381,-86.0518589748,18159,Tipton County,IN,0500000US18159,Donald C. Cook Nuclear Plant,118.0,2285.3
39.6255458453,-84.9251420286,18161,Union County,IN,0500000US18161,Davis-Besse Nuclear Power Station,167.0,925.2
38.0249578597,-87.5857849635,18163,Vanderburgh County,IN,0500000US18163,Clinton Power Station,163.0,1138.3
39.8538114574,-87.4639782841,18165,Vermillion County,IN,0500000US18165,Clinton Power Station,76.0,1138.3
39.4306386001,-87.3899644539,18167,Vigo County,IN,0500000US18167,Clinton Power Station,92.0,1138.3
40.8456930058,-85.7940056739,18169,Wabash County,IN,0500000US18169,Donald C. Cook Nuclear Plant,88.0,2285.3
40.3469033297,-87.3533144839,18171,Warren County,IN,0500000US18171,Braidwood Station,77.0,2449.8
38.0921662434,-87.2720537447,18173,Warrick County,IN,0500000US18173,Clinton Power Station,166.0,1138.3
38.5999841735,-86.1053059023,18175,Washington County,IN,0500000US18175,Clinton Power Station,182.0,1138.3
39.8644164614,-85.0098761363,18177,Wayne County,IN,0500000US18177,Davis-Besse Nuclear Power Station,156.0,925.2
40.7291866469,-85.2212198576,18179,Wells County,IN,0500000US18179,Donald C. Cook Nuclear Plant,111.0,2285.3
40.7497715932,-86.8654694016,18181,White County,IN,0500000US18181,Braidwood Station,79.0,2449.8
41.1393753356,-85.505117935,18183,Whitley County,IN,0500000US18183,Donald C. Cook Nuclear Plant,80.0,2285.3
41.3307464286,-94.4709413442,19001,Adair County,IA,0500000US19001,Cooper Nuclear Station,91.0,801.0
41.0289838852,-94.6991848828,19003,Adams County,IA,0500000US19003,Cooper Nuclear Station,67.0,801.0
43.2842837871,-91.3780922862,19005,Allamakee County,IA,0500000US19005,Prairie Island Nuclear Generating Plant,112.0,1186.2
40.74316347,-92.8686104167,19007,Appanoose County,IA,0500000US19007,Cooper Nuclear Station,148.0,801.0
41.6845893285,-94.905822196,19009,Audubon County,IA,0500000US19009,Cooper Nuclear Station,99.0,801.0
42.080174751,-92.0657317334,19011,Benton County,IA,0500000US19011,Quad Cities Nuclear Power Station,94.0,2018.6
42.470095744,-92.3088197079,19013,Black Hawk County,IA,0500000US19013,Quad Cities Nuclear Power Station,115.0,2018.6
42.0365026335,-93.9316370877,19015,Boone County,IA,0500000US19015,Cooper Nuclear Station,146.0,801.0
42.7745872458,-92.3180548339,19017,Bremer County,IA,0500000US19017,Quad Cities Nuclear Power Station,126.0,2018.6
42.4707837931,-91.837842149,19019,Buchanan County,IA,0500000US19019,Quad Cities Nuclear Power Station,94.0,2018.6
42.7354936212,-95.1511488586,19021,Buena Vista County,IA,0500000US19021,Cooper Nuclear Station,166.0,801.0
42.7315661359,-92.7901934384,19023,Butler County,IA,0500000US19023,Prairie Island Nuclear Generating Plant,131.0,1186.2
42.3851848526,-94.6404136047,19025,Calhoun County,IA,0500000US19025,Cooper Nuclear Station,149.0,801.0
42.0362382229,-94.8605592807,19027,Carroll County,IA,0500000US19027,Cooper Nuclear Station,123.0,801.0
41.331487609,-94.9278266277,19029,Cass County,IA,0500000US19029,Cooper Nuclear Station,77.0,801.0
41.7723266607,-91.1324230468,19031,Cedar County,IA,0500000US19031,Quad Cities Nuclear Power Station,43.0,2018.6
43.0815577125,-93.2608184346,19033,Cerro Gordo County,IA,0500000US19033,Prairie Island Nuclear Generating Plant,111.0,1186.2
42.7356225783,-95.6238053959,19035,Cherokee County,IA,0500000US19035,Cooper Nuclear Station,164.0,801.0
43.0600413474,-92.3176637461,19037,Chickasaw County,IA,0500000US19037,Prairie Island Nuclear Generating Plant,109.0,1186.2
41.0290322944,-93.7851578386,19039,Clarke County,IA,0500000US19039,Cooper Nuclear Station,108.0,801.0
43.0825803991,-95.1509194224,19041,Clay County,IA,0500000US19041,Prairie Island Nuclear Generating Plant,164.0,1186.2
42.8447493088,-91.3414327747,19043,Clayton County,IA,0500000US19043,Quad Cities Nuclear Power Station,94.0,2018.6
41.8980358084,-90.5319724291,19045,Clinton County,IA,0500000US19045,Quad Cities Nuclear Power Station,16.0,2018.6
42.037212461,-95.3819677478,19047,Crawford County,IA,0500000US19047,Cooper Nuclear Station,116.0,801.0
41.6848582046,-94.0397619265,19049,Dallas County,IA,0500000US19049,Cooper Nuclear Station,124.0,801.0
40.7476890807,-92.4097172922,19051,Davis County,IA,0500000US19051,Quad Cities Nuclear Power Station,128.0,2018.6
40.737682711,-93.7862814096,19053,Decatur County,IA,0500000US19053,Cooper Nuclear Station,101.0,801.0
42.4712208979,-91.367341411,19055,Delaware County,IA,0500000US19055,Quad Cities Nuclear Power Station,75.0,2018.6
40.9231743916,-91.181482989,19057,Des Moines County,IA,0500000US19057,Quad Cities Nuclear Power Station,72.0,2018.6
43.3779847631,-95.1508300608,19059,Dickinson County,IA,0500000US19059,Monticello Nuclear Generating Plant,150.0,685.0
